НоменклатураКод;ЦенаРозн;ЦенаОпт;Свободно;Резерв;Климовск;КлимовскР;Краснодар;КраснодарР;Воронеж;ВоронежР;СанктПетербург;СанктПетербургР;Екатеринбург;ЕкатеринбургР;Ожидается;Дата;
00000009190;4380;3530;55;0;55;0;0;0;0;0;0;0;0;0;;;
00000009191;1060;820;237;0;237;0;0;0;0;0;0;0;0;0;;;
00000009192;1410;1090;153;0;153;0;0;0;0;0;0;0;0;0;;;
00000009193;780;600;174;0;174;0;0;0;0;0;0;0;0;0;;;
00000009194;1270;990;227;0;227;0;0;0;0;0;0;0;0;0;;;
00000009195;920;720;67;0;67;0;0;0;0;0;0;0;0;0;;;
00000009196;650;500;44;0;44;0;0;0;0;0;0;0;0;0;;;
00000009219;3900;3250;61;0;61;0;0;0;0;0;0;0;0;0;;;
00000009220;5340;3900;87;0;87;0;0;0;0;0;0;0;0;0;;;
00000009361;3090;2340;187;0;187;0;0;0;0;0;0;0;0;0;;;
00000009362;3690;3010;39;0;39;0;0;0;0;0;0;0;0;0;;;
00000009364;2320;1560;18;0;18;0;0;0;0;0;0;0;0;0;;;
00000009365;2610;1840;134;0;134;0;0;0;0;0;0;0;0;0;;;
00000009366;1200;930;194;0;194;0;0;0;0;0;0;0;0;0;;;
00000009367;1060;820;135;0;135;0;0;0;0;0;0;0;0;0;;;
00000009368;1110;860;184;0;184;0;0;0;0;0;0;0;0;0;;;
00000009639;940;760;913;0;913;0;0;0;0;0;0;0;0;0;;;
00000009640;1120;900;173;0;173;0;0;0;0;0;0;0;0;0;;;
00000009641;960;790;134;0;134;0;0;0;0;0;0;0;0;0;;;
00000009642;1040;710;223;0;223;0;0;0;0;0;0;0;0;0;;;
00000009644;1700;1330;264;0;264;0;0;0;0;0;0;0;0;0;;;
00000009645;4280;3380;190;0;190;0;0;0;0;0;0;0;0;0;;;
00000009646;1740;1470;215;0;215;0;0;0;0;0;0;0;0;0;;;
00000009966;1170;910;126;0;126;0;0;0;0;0;0;0;0;0;;;
00000009967;680;520;93;0;93;0;0;0;0;0;0;0;0;0;;;
00000010225;7010;5220;98;0;98;0;0;0;0;0;0;0;0;0;;;
00000010262;1500;1170;159;0;159;0;0;0;0;0;0;0;0;0;;;
00000010530;2440;1790;131;0;131;0;0;0;0;0;0;0;0;0;;;
00000010980;1500;1430;2;0;2;0;0;0;0;0;0;0;0;0;;;
00000011096;2030;1570;65;0;65;0;0;0;0;0;0;0;0;0;;;
00000011097;1270;980;52;0;52;0;0;0;0;0;0;0;0;0;;;
00000011098;1810;1400;122;0;122;0;0;0;0;0;0;0;0;0;;;
00000011099;2690;2080;84;0;84;0;0;0;0;0;0;0;0;0;;;
00000011100;670;520;45;0;45;0;0;0;0;0;0;0;0;0;;;
00000011102;1350;1050;60;0;60;0;0;0;0;0;0;0;0;0;;;
00000011103;1770;1370;2;0;2;0;0;0;0;0;0;0;0;0;;;
00000011104;2360;1830;55;0;55;0;0;0;0;0;0;0;0;0;;;
00000011105;1400;1090;42;0;42;0;0;0;0;0;0;0;0;0;;;
